v8-version,6,8,275,24,-node.14,0
code-creation,Builtin,3,7773,0x1b919f13a220,111,AllocateHeapNumber
code-creation,Builtin,3,7785,0x1b919f13a2e0,315,ParseInt
code-creation,Builtin,3,7797,0x1b919f13a460,15,NumberPrototypeToExponential
code-creation,Builtin,3,7810,0x1b919f13a4c0,15,NumberPrototypeToFixed
code-creation,Builtin,3,7822,0x1b919f13a520,15,NumberPrototypeToLocaleString
code-creation,Builtin,3,7834,0x1b919f13a580,15,NumberPrototypeToPrecision
code-creation,Builtin,3,7846,0x1b919f13a5e0,15,NumberPrototypeToString
code-creation,Builtin,3,7859,0x1b919f13a640,1185,Add
code-creation,Builtin,3,7870,0x1b919f13ab40,571,Subtract
code-creation,Builtin,3,7882,0x1b919f13adc0,738,Multiply
code-creation,Builtin,3,7893,0x1b919f13b100,639,Divide
code-creation,Builtin,3,7905,0x1b919f13b3c0,667,Modulus
code-creation,Builtin,3,7916,0x1b919f13b6a0,665,Exponentiate
code-creation,Builtin,3,7928,0x1b919f13b980,520,BitwiseAnd
code-creation,Builtin,3,7940,0x1b919f13bbe0,520,BitwiseOr
